appid,name,release_date,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime
974450,三和大神                              ,2019-01-25,0,0,3,18,0,0
974490,Space Jump Cat                            ,2018-11-13,0,0,2,4,0,0
974530,Draft Day Sports: Pro Football 2019       ,2018-11-21,0,0,3,3,0,0
974600,Retro Wing Prime                          ,2018-12-11,0,18,6,0,0,0
974670,DREAM GIRLS VR                            ,2018-11-17,0,0,4,3,0,0
974830,The Art Theft by Jay Doherty              ,2018-12-03,0,0,13,0,0,0
974840,A Show of Kindness                        ,2018-11-15,0,0,16,0,0,0
974860,Condition Red                             ,2018-11-19,0,0,3,0,0,0
974870,FIREWORK                                  ,2018-12-06,0,13,15,0,0,0
974920,New Adult Reality                         ,2019-01-01,18,0,1,1,0,0
974950,DAMNOSAUR                                 ,2018-11-30,0,1,133,12,0,0
974970,Blocky McBlockFace                        ,2019-01-09,0,49,5,0,0,0
975000,"NO, THANK YOU!!!                          ",2018-11-15,18,0,9,1,0,0
975010,Space Guard                               ,2018-11-15,0,0,1,2,0,0
975020,The Spirit Master of Retarnia -Conqueror o,2018-12-06,0,0,22,7,0,0
975030,Abandoned                                 ,2018-12-28,0,0,11,17,0,0
975050,Orphan of the Petal                       ,2019-02-04,0,0,18,6,0,0
975110,No Crossing                               ,2018-11-23,0,18,1,0,0,0
975120,~necromancy~Emily's Escape                ,2018-12-21,0,0,151,62,0,0
975200,Red points                                ,2018-11-16,0,8,1,1,0,0
975220,A Business Power                          ,2018-12-02,0,0,0,2,0,0
975230,Das Geisterschiff / The Ghost Ship        ,2018-11-24,0,0,17,3,0,0
975240,Hentai Shooter 3D: Christmas Party        ,2018-11-20,0,0,109,27,0,0
975270,Legion War                                ,2019-01-09,0,0,241,19,2,2
975290,The Pepper Prince: Episode 1 - Red Hot Chi,2019-01-03,0,21,15,0,0,0
975390,Dodgeball Simulator VR                    ,2018-12-26,0,0,8,2,0,0
975410,VESTIGE                                   ,2018-11-30,0,0,11,3,0,0
975430,Dick Wilde 2                              ,2019-02-19,0,9,11,1,0,0
975600,RogueLite                                 ,2018-12-04,0,3,5,1,0,0
975660,Discharge                                 ,2019-04-19,0,20,4,3,0,0
975680,METAL SLUG XX                             ,2019-01-31,0,34,70,69,0,0
975690,ELASH                                     ,2018-12-21,0,0,2,1,0,0
975700,KóterGame                                ,2018-12-11,0,0,26,2,0,0
975710,Qipa World-Hello Big Adventure            ,2018-12-17,0,18,15,3,0,0
975770,Escape From The Dragons                   ,2018-11-20,0,12,4,0,0,0
975800,CosmoDrive: Zero                          ,2018-11-29,0,22,17,3,0,0
975860,拖拉机                                 ,2018-12-05,0,0,2,0,0,0
975910,HENTAI SHADOW                             ,2018-11-29,0,52,7,1,0,0
975980,Mahjong Fest: Winterland                  ,2018-12-19,0,18,1,0,0,0
976010,I hate this game                          ,2019-03-07,0,16,194,23,0,0
976020,The True Tales of Bloodstreet 13 - Chapter,2019-02-01,0,0,29,7,0,0
976030,Drafting Tales                            ,2019-04-22,0,0,4,2,0,0
976060,In The Ember 余烬之中                 ,2019-01-18,0,10,17,0,0,0
976070,Bad Note 破碎的笔记                  ,2018-11-30,0,11,8,2,0,0
976090,Fight for Gold II                         ,2018-11-27,0,23,1,0,0,0
976120,WARPZONE DRIFTER                          ,2018-11-19,0,6,41,8,0,0
976160,Beer Bar                                  ,2018-11-20,0,0,9,10,0,0
976230,TV189                                     ,2018-11-30,0,0,7,1,0,0
976240,Spaceguy: Red Space                       ,2018-12-05,0,0,0,3,0,0
976320,Drawz                                     ,2019-01-14,0,26,2,3,0,0
976340,You Can(Not) Survive                      ,2018-12-12,18,89,18,3,0,0
976360,Cotrio                                    ,2019-01-22,0,6,3,0,0,0
976390,9-nine-:Episode 1                         ,2019-01-31,0,4,139,12,0,0
976420,My so-called future girlfriend (미래�?� ,2018-12-10,0,0,54,2,0,0
976440,ShineG In Bumpercat                       ,2019-03-22,0,0,30,1,0,0
976560,Santa Runner                              ,2018-11-17,0,0,1,4,0,0
976580,Pixel Bombs                               ,2018-11-19,0,0,1,2,0,0
976780,NeonCode                                  ,2018-11-22,0,6,50,11,0,0
976830,Diaper Quest 2055                         ,2018-11-26,0,0,2,0,0,0
976840,Happy Vampire Girl                        ,2018-11-30,0,0,0,1,0,0
976850,Trafic Road Rush                          ,2018-11-30,0,5,5,1,0,0
976860,JumpingBoy                                ,2018-11-19,0,0,4,2,0,0
976870,Kukoo Kitchen                             ,2018-11-29,0,7,2,0,0,0
976920,Dance of Death: Du Lac & Fey              ,2019-04-05,0,12,11,10,0,0
976940,永冻之壳 The Shell of Permafrost      ,2018-12-09,0,5,311,5,0,0
976950,Defeat the Beat                           ,2018-11-30,0,0,2,0,0,0
976960,Heart of Moon : The Mask of Seasons       ,2018-12-06,0,20,7,0,0,0
976970,A Cheesy Game                             ,2018-11-29,0,12,3,0,0,0
976980,The Great Emu War                         ,2018-12-11,0,7,7,4,0,0
977080,The Clean Up Clyde Collection             ,2018-12-20,0,0,7,0,0,0
977090,Kumpels                                   ,2018-11-21,0,0,13,1,0,0
977100,Unblock Gridlock                          ,2019-01-30,0,12,10,0,0,0
977110,Elite Archery                             ,2018-11-29,0,0,2,1,0,0
977160,HORSE                                     ,2019-02-08,0,0,53,31,0,0
977200,Bible Test                                ,2018-11-27,0,5,24,6,0,0
977210,尘沙的选择 THE CHOICE OF SAND        ,2018-11-21,0,1,6,0,0,0
977260,Explosive Pursuit                         ,2018-11-26,0,0,6,4,0,0
977270,RCRacer VR                                ,2018-11-30,0,2,2,0,0,0
977290,Thirty Two                                ,2018-11-20,0,20,1,0,0,0
977300,Fenimore Fillmore: 3 Skulls of the Toltecs,2019-03-14,0,16,24,5,0,0
977310,Sea Birds: End of an Age                  ,2019-01-01,0,0,2,0,0,0
977340,Skinny                                    ,2018-11-20,0,21,8,4,0,0
977390,Tokyo Warfare Turbo                       ,2019-02-20,0,0,120,39,0,0
977400,Cell to Singularity - Evolution Never Ends,2018-12-12,0,0,471,119,0,0
977430,Money Maker                               ,2018-11-23,0,16,1,0,0,0
977450,Where Thoughts Go: Resolutions            ,2019-01-05,0,0,8,0,0,0
977460,Steam Prison                              ,2019-02-14,0,0,52,5,0,0
977490,Jigsaw Masterpieces                       ,2019-03-11,0,83,7,7,0,0
977500,克�?�?异闻录                        ,2018-12-12,0,35,100,23,0,0
977540,Super Hero Fight Club: Reloaded           ,2018-12-27,0,4,7,2,0,0
977570,The Experiment: Escape Room               ,2018-11-22,0,4,36,21,3,3
977590,�?インドを解除�?�る(unbind)       ,2018-11-28,0,5,1,2,0,0
977640,Happy toys                                ,2018-12-14,0,80,40,15,0,0
977670,Snow Ash Land                             ,2018-11-27,0,16,11,0,0,0
977690,Skyworld: Kingdom Brawl                   ,2019-04-02,0,0,18,1,0,0
977790,Fairground 2 - The Ride Simulation        ,2019-01-01,0,10,2,3,0,0
977810,THE ENIGMA MACHINE                        ,2018-11-30,0,0,28,1,0,0
977840,EMERGENCY 2                               ,2018-11-28,0,0,7,0,0,0
977900,Kick The Puppet                           ,2018-12-07,0,0,1,4,0,0
977950,A Dance of Fire and Ice                   ,2019-01-24,0,20,1451,119,180,230
977980,Paintball Chibis                          ,2018-12-27,0,0,1,0,0,0
978010,Epic of Serinor: Dawnshadow               ,2018-12-21,0,20,3,0,0,0
978020,You are Never Alone                       ,2018-12-16,0,0,1,3,0,0
978040,Starquake Academy                         ,2018-12-10,0,0,2,0,0,0
978110,Mutland                                   ,2018-12-20,0,14,0,1,0,0
978210,TAL: Jungle                               ,2018-11-20,0,60,5,2,0,0
978250,Matter                                    ,2018-12-18,0,0,17,3,0,0
978270,Sam & Dan: Floaty Flatmates               ,2018-12-12,0,4,128,7,0,0
978290,Total Battle                              ,2018-12-18,0,0,10,18,0,0
978340,RGB RUN                                   ,2018-11-27,0,7,6,2,0,0
978380,Spinheads                                 ,2018-12-05,0,0,2,1,0,0
978440,Mining Rail                               ,2018-12-25,0,48,6,0,0,0
978450,Data mining 3                             ,2018-11-21,0,100,1,1,0,0
978470,Clicker: Glad Valakas                     ,2018-11-26,0,54,44,13,0,0
978490,Yo My Yo!                                 ,2018-12-02,0,12,2,0,0,0
978580,Oops!!! Puzzles!!!                        ,2019-03-29,0,30,1,1,0,0
978620,Corma                                     ,2019-01-23,0,0,152,123,0,0
978640,You Have 10 Seconds 3                     ,2018-11-23,0,30,13,1,0,0
978670,Christmas Clicker: Idle Gift Builder      ,2018-12-15,0,0,7,8,0,0
978710,Dinosaurus Life VR                        ,2018-12-07,0,0,2,1,0,0
978790,Frantic Dimension                         ,2018-12-28,0,0,18,1,0,0
978800,Rolling Bird                              ,2018-12-28,0,6,73,6,0,0
978840,Nanobotic                                 ,2019-04-22,0,0,39,45,0,0
978870,Lilycle Rainbow Stage!!!                  ,2019-03-15,0,0,21,1,0,0
978910,Necro Defense                             ,2019-01-25,0,0,1,2,0,0
978920,Wings of Virtus                           ,2018-12-03,0,0,2,1,0,0
978970,God Hand                                  ,2019-02-10,0,0,11,1,0,0
979000,Abrakadaboom                              ,2019-04-18,0,0,1,0,0,0
979010,Ultimate Desktop Character Engine         ,2018-11-27,0,0,35,20,0,0
979060,Bloons Adventure Time TD                  ,2019-01-16,0,71,79,33,0,0
979080,Rebel Forces                              ,2018-12-20,0,7,530,150,0,0
979090,Stunt Simulator Multiplayer               ,2018-12-07,0,10,24,3,0,0
979100,Experience: Colorblindness                ,2018-11-27,0,0,17,1,0,0
979170,CARDCORE                                  ,2018-11-26,0,45,19,19,0,0
979220,Girls and Tests                           ,2018-11-23,0,7,0,1,0,0
979260,Gizmo                                     ,2018-12-05,0,3,141,9,0,0
979290,Christmas Defence                         ,2018-12-18,0,12,2,6,0,0
979300,Allied Nations                            ,2018-12-24,0,0,1,0,0,0
979320,Pedal-Olli 3D                             ,2019-04-12,0,0,7,0,0,0
979350,Sunset Giant                              ,2019-01-17,0,18,2,0,0,0
979390,Laser Party                               ,2018-12-28,0,50,18,4,0,0
979450,Brick Breaker Halloween                   ,2018-12-07,0,0,3,0,0,0
979500,雪策边境                              ,2019-03-21,0,0,1,1,0,0
979520,Starblazer                                ,2018-12-21,0,0,4,2,0,0
979530,Endless Maneuver                          ,2019-03-13,0,100,3,3,0,0
979550,Evolo.Mine                                ,2018-11-22,0,0,1,3,0,0
979560,RainWallpaper                             ,2019-01-28,0,0,23,19,0,0
979580,祭�?的逆襲 The Counterattack Of Sacri,2019-04-21,0,15,4,0,0,0
979600,Kaori After Story                         ,2018-12-03,0,0,255,2,0,0
979620,Atrocity                                  ,2018-12-19,0,0,12,1,0,0
979680,In your Shadow                            ,2018-12-03,0,0,3,3,0,0
979720,Big Bash Boom                             ,2018-12-20,0,30,3,1,0,0
979740,Profundum                                 ,2019-01-18,0,0,9,2,0,0
979760,PASKA BATTLE STYLE!                       ,2018-12-17,0,0,2,1,0,0
979790,Change : A Little Story                   ,2018-12-20,0,0,10,0,0,0
979810,Grave Keeper                              ,2019-03-29,0,10,13,11,0,0
979880,Fast Food Fighters                        ,2019-02-26,0,0,4,0,0,0
979890,Allison's Diary: Rebirth                  ,2018-12-07,0,18,8,3,0,0
979900,RRRR                                      ,2019-01-22,0,0,10,3,0,0
979970,IMAZE.EXE                                 ,2018-11-24,0,42,17,5,0,0
980060,"ДОК�? 2! - КРОВЬ, КИШКИ, ГО",2019-01-05,0,10,33,15,0,0
980300,One Finger Death Punch 2                  ,2019-04-15,0,63,736,25,0,0
980320,Haunting Hour                             ,2019-03-08,0,13,8,3,0,0
980440,Knights Rubbish                           ,2018-12-06,0,37,1,1,0,0
980490,Heaven & Hell                             ,2018-12-10,0,0,4,0,0,0
980520,Azurael's Circle: Chapter 3               ,2018-11-29,0,0,5,0,0,0
980600,Maze 4D                                   ,2018-12-13,0,0,2,0,0,0
980690,Heavy Memories                            ,2018-11-30,0,22,12,3,0,0
980730,Underlight                                ,2018-12-14,0,0,43,15,0,0
980750,Santa's Workshop                          ,2018-11-29,0,0,2,0,0,0
980830,Death Mark                                ,2019-04-04,18,31,22,0,0,0
980850,Pixel Battle Royale                       ,2019-01-31,0,11,164,137,0,0
980880,Twinfold                                  ,2018-12-04,0,7,4,0,0,0
980950,Crome: Before Purgatory                   ,2019-01-29,0,9,13,1,0,0
981100,Tanking Tanks                             ,2018-12-04,0,0,0,2,0,0
981130,Lucky Skiing                              ,2018-11-26,0,0,1,2,0,0
981140,混乱使者                              ,2019-01-13,0,0,1,1,0,0
981250,C.Q.C. - Close Quarters Combat            ,2019-01-28,0,0,2,0,0,0
981260,Love In Drawing                           ,2019-01-08,0,0,88,16,0,0
981270,Runa's School Story                       ,2019-02-01,0,32,2,0,0,0
981290,CGENcore                                  ,2019-02-16,0,0,21,18,0,0
981310,Ishmael                                   ,2018-12-10,0,0,21,15,0,0
981410,Oppai Girl                                ,2019-01-03,0,100,78,7,0,0
981420,Game Soup                                 ,2019-02-11,0,13,50,1,0,0
981440,The Great Emu War Of 1932                 ,2019-02-25,0,0,2,0,0,0
981450,GeminiArms                                ,2019-04-05,0,0,5,0,0,0
981490,Alphabet Jump                             ,2018-12-04,0,0,2,1,0,0
981540,Stellar Sphere                            ,2019-03-29,0,0,1,0,0,0
981550,GACHIMUCHI M♂NLY PUZZLE                 ,2018-12-13,0,24,39,5,0,0
981670,Agent 9                                   ,2019-03-15,0,16,2,3,0,0
981710,Just Roll With It                         ,2018-12-13,0,0,1,0,0,0
981800,Hentai University 2: Biology course       ,2018-12-14,0,10,25,12,0,0
981850,BATALJ                                    ,2019-02-21,0,19,16,7,0,0
981900,Kings' Cross                              ,2018-11-27,0,0,2,1,0,0
981910,Hentai Girl in Space                      ,2019-01-07,0,0,8,9,0,0
981960,Horror Girl Puzzle                        ,2018-12-11,0,18,18,3,0,0
981990,Don't Shoot Rabbit / �?�?射中兔�?   ,2018-12-19,0,16,6,0,0,0
982010,ZDF History 360° – Tempelhof           ,2018-12-08,0,0,3,7,0,0
982020,Eurobi Racing                             ,2018-12-12,0,7,1,0,0,0
982050,Caracoland                                ,2018-12-14,0,30,1,0,0,0
982060,Undholm                                   ,2019-01-06,0,0,45,2,0,0
982100,Samozbor: Rebellion                       ,2018-12-08,0,0,9,2,0,0
982120,Giant Celebration                         ,2018-12-07,0,0,5,0,0,0
982150,Hentai Secrets                            ,2019-01-31,0,69,184,15,0,0
982180,Slave Ghost                               ,2018-11-29,0,1,1,0,0,0
982220,Globesweeper                              ,2019-02-12,0,16,58,12,0,0
982270,Dealer's Life                             ,2019-01-31,0,45,122,12,0,0
982380,Gods and Kings                            ,2018-12-24,0,3,18,10,0,0
982400,赫炎的�?�加诺克 Fullvoice ReBORN    ,2019-03-14,0,0,48,3,0,0
982440,Slightly Heroes VR                        ,2018-12-11,0,0,48,16,0,0
982450,Truth: Disorder III — Gemini / 真実：,2019-04-24,0,5,4,2,0,0
982480,Supreme Casino City                       ,2018-12-11,12,0,0,3,0,0
982540,Hyss                                      ,2018-12-14,0,0,20,0,0,0
982580,女巫与六便士 the sibyl and sixpence ,2018-12-31,0,0,200,30,0,0
982680,Hide Your Butts                           ,2019-01-04,0,27,17,4,0,0
982690,DATAFLOW                                  ,2018-12-10,0,0,1,1,0,0
982700,Space Battle VR                           ,2018-12-14,0,0,30,14,0,0
982710,Cop Academy                               ,2019-03-22,0,18,4,3,0,0
982760,Medieval Towns                            ,2019-03-15,0,0,8,5,0,0
982770,Hir Corruption                            ,2018-11-28,0,23,3,0,0,0
982840,Bomber Barn                               ,2019-01-30,0,0,2,0,0,0
982850,Tess Elated                               ,2019-02-14,0,25,12,1,0,0
982860,8 Queens                                  ,2018-11-29,0,1,1,1,0,0
982880,Pixel Drawing                             ,2018-11-21,0,1,2,1,0,0
982890,Nonogram                                  ,2018-11-20,0,1,0,4,0,0
982900,Cat puzzle�?�                            ,2018-11-21,0,1,18,8,0,0
982990,Muzzleloaded                              ,2018-12-21,0,15,3,0,0,0
983060,武儒绘�?� - �?五至尊               ,2018-12-03,0,20,12,8,0,0
983120,TendyTrainer                              ,2018-12-03,0,0,5,1,0,0
983150,樱之�?�†净梦者2 / Sakura no Mori �,2019-03-15,0,0,116,5,0,0
983170,Infinite Chili Sauce  无尽的辣酱     ,2019-04-08,0,40,9,0,0,0
983200,Bird Memory                               ,2018-11-28,0,0,3,0,0,0
983230,Sea Creatures                             ,2018-11-28,0,0,0,2,0,0
983280,Chocolate makes you happy: New Year       ,2018-11-28,0,100,3,1,0,0
983340,Waifu Hunter - Secret of Pirates          ,2018-11-29,0,0,0,1,0,0
983520,Bizango Blast                             ,2018-12-10,0,22,4,4,0,0
983590,Tank Blazers                              ,2018-12-19,0,0,2,0,0,0
983640,Theseus: Journey to Athens                ,2019-02-27,0,0,2,1,0,0
983760,Chrono Ghost                              ,2019-01-04,0,5,8,0,0,0
983780,XSprite                                   ,2018-12-20,0,0,1,1,0,0
983790,Arcane Domains                            ,2019-02-27,0,23,2,0,0,0
983820,RainWidget                                ,2018-12-06,0,0,13,13,0,0
983840,HUNTING SIMULATOR VR                      ,2018-12-14,0,0,4,6,0,0
983880,Arctic Fleet                              ,2019-03-29,0,15,7,8,0,0
983890,Digging Dragon                            ,2019-03-01,0,15,1,7,0,0
983980,Euclidean Skies                           ,2019-02-05,0,53,21,4,0,0
983990,Steel Alcimus                             ,2018-12-28,0,5,16,1,0,0
984020,Super Ninja Meow Cat                      ,2019-02-21,0,16,6,1,0,0
984030,Killer Clowns                             ,2018-12-04,0,35,1,0,0,0
984070,Chaos Theory                              ,2019-02-01,0,0,7,5,0,0
984080,Christmas Carol                           ,2018-11-19,0,0,2,6,0,0
984110,SYNTHETIK: Arena                          ,2019-01-21,0,0,379,87,0,0
984170,The Seven Chambers                        ,2018-12-04,0,0,1,1,0,0
984240,School Grounds                            ,2018-12-14,0,0,21,19,0,0
984250,Red Tractor Tycoon                        ,2019-02-19,0,0,11,0,0,0
984360,Pocoman                                   ,2019-04-03,0,0,1,0,0,0
984450,Super Crome: Bullet Purgatory             ,2019-03-19,0,0,18,0,0,0
984470,Big Dipper                                ,2019-01-07,0,0,60,5,0,0
984510,Adventure Boy Cheapskate DX               ,2018-12-07,0,0,2,0,0,0
984540,Hostile User Interface                    ,2018-12-15,0,0,4,0,0,0
984560,HEARTBEAT                                 ,2018-12-12,0,34,181,4,1100,1100
984570,Chess Sphere                              ,2018-12-07,0,0,8,1,0,0
984580,Stone In Galaxy                           ,2018-12-04,0,0,0,1,0,0
984590,Coloring Book                             ,2018-12-04,0,0,1,0,0,0
984660,Strike of Horror                          ,2018-12-20,0,0,45,9,0,0
984720,Hentai Summer                             ,2018-12-07,0,100,79,6,0,0
984750,Mola mola                                 ,2019-01-11,0,12,223,38,0,0
984820,Counter Fight 3                           ,2018-12-19,0,0,6,2,0,0
984870,Tecroroid Assault                         ,2019-02-08,0,42,1,1,0,0
984880,The Pilgrimage I                          ,2019-01-18,0,14,2,1,0,0
984910,Rocket Golf                               ,2019-01-21,0,0,2,0,0,0
985020,Three Kingdoms：Ancient battlefield | 三,2018-12-20,0,0,10,1,0,0
985040,NPCs                                      ,2018-12-14,0,0,20,3,0,0
985090,Color Knight                              ,2018-12-20,0,0,2,1,0,0
985260,The Morrigan                              ,2019-03-29,0,1,24,0,0,0
985280,The Trials of Olympus                     ,2018-12-13,0,0,4,1,0,0
985330,Dabman: DABtastic Bundle                  ,2018-12-03,0,0,4,4,0,0
985420,Esc: From Planet                          ,2018-12-19,0,0,0,1,0,0
985430,Terrible Laboratory                       ,2019-03-28,0,0,59,20,0,0
985440,My Super Defender - Battle Santa Edition  ,2018-12-14,0,23,16,2,0,0
985500,EF Universe: Reclaiming the World         ,2019-03-28,0,28,1,1,0,0
985510,Necken                                    ,2019-01-31,0,0,8,0,0,0
985530,Hunter                                    ,2019-01-28,0,0,19,2,0,0
985540,Shaverma: Ravshan Edition                 ,2018-12-13,0,0,1,1,0,0
985560,Magic Mouse                               ,2019-03-02,0,0,12,3,0,0
985580,Ultra Pig                                 ,2018-12-04,0,0,5,1,0,0
985620,Space Captain McCallery - Episode 2: Pilgr,2019-03-14,0,6,3,0,0,0
985640,Amanda's Sticker Book                     ,2018-12-17,0,0,1,0,0,0
985680,闯关�?�II                               ,2018-12-17,0,7,10,0,0,0
985710,Wall Street Tycoon                        ,2019-03-14,0,14,32,24,0,0
985760,3D Custom Lady Maker                      ,2019-04-19,0,0,51,19,0,0
985770,Artillery Globe                           ,2019-02-14,0,0,0,3,0,0
985800,BATTLLOON - �?トルーン               ,2019-02-27,0,0,2,0,0,0
985820,�?�尘之域                              ,2019-01-11,0,0,8,5,0,0
985840,Greedy Crush                              ,2018-12-21,0,13,1,0,0,0
985930,::CallBack                                ,2019-02-08,0,0,1,0,0,0
986010,FIT IN                                    ,2018-12-18,0,0,1,0,0,0
986020,Kunoichi Botan                            ,2019-01-03,0,30,141,32,0,0
986080,Zombie Apocalypse                         ,2019-03-09,0,0,21,7,0,0
986100,Olea's Descent                            ,2018-12-20,0,18,13,0,0,0
986280,Lingua Fleur: Lily                        ,2019-03-29,0,2,68,1,0,0
986320,AA Touch Gun!                             ,2018-12-04,0,0,0,1,0,0
986340,Raid on the Ruhr                          ,2019-03-28,0,25,3,0,0,0
986400,Helidefence                               ,2018-12-04,0,0,1,0,0,0
986460,Monsters & Anomaly                        ,2018-12-18,0,0,1,9,0,0
986710,Nusantara: Legend of The Winged Ones      ,2018-12-07,0,24,19,0,0,0
986820,Lost Lands: Mistakes of the Past          ,2018-12-13,0,22,8,0,0,0
986830,The Legacy: The Tree of Might             ,2018-12-23,0,22,4,0,0,0
986990,aMAZE Christmas                           ,2018-12-04,0,100,20,8,0,0
987000,Shadow Uprising                           ,2018-12-14,0,0,17,0,0,0
987020,D.R.O.N.E. The Game                       ,2018-12-17,0,0,161,17,0,0
987060,Auri's Tales                              ,2018-12-11,0,0,3,0,0,0
987180,Black Salt Coreuption                     ,2019-03-28,0,0,4,0,0,0
987190,The Aether: Life as a God                 ,2018-12-18,0,20,9,4,0,0
987200,Dragon Racer                              ,2019-01-31,0,40,10,6,0,0
987210,Crossroads: Roguelike RPG Dungeon Crawler ,2019-03-20,0,55,18,4,0,0
987230,Shadow Legend VR                          ,2019-03-07,0,24,76,28,0,0
987370,ライフワン- lifeOne                  ,2019-02-27,0,0,0,1,0,0
987490,DOKA 2 GUTS OUT NINJA                     ,2018-12-27,0,0,1,3,0,0
987580,Reach 50 : Sexy Hentai Girls              ,2018-12-20,0,18,1,1,0,0
987590,Dots Pop : Sexy Hentai Girls              ,2018-12-16,0,18,11,5,0,0
987660,ASTRONEST VR                              ,2019-02-28,0,0,0,3,0,0
987710,BLASK                                     ,2019-01-14,0,13,5,0,0,0
987740,Donald VS Martians                        ,2019-04-19,0,0,6,3,0,0
987770,Singularity 5                             ,2018-12-21,0,0,32,7,0,0
987800,CandyVenture                              ,2018-12-14,0,0,1,0,0,0
987820,CHRONO                                    ,2018-12-12,0,0,54,18,0,0
987850,2084                                      ,2018-12-13,0,20,39,16,0,0
987900,Seeker                                    ,2018-12-31,0,0,232,42,0,0
987910,WarZone Flashpoint                        ,2018-12-14,0,0,33,17,0,0
987980,王者战车                              ,2018-12-23,0,0,3,7,0,0
987990,Hyperborean Charter                       ,2018-12-11,0,0,2,0,0,0
988070,All Of ZHEM 僵尸们                     ,2019-03-29,0,2,0,2,0,0
988100,Super Phantom Cat                         ,2019-04-24,0,20,100,7,0,0
988110,Breacher Story                            ,2019-01-02,0,0,2,0,0,0
988190,Red Dead Pixel Man                        ,2019-01-09,0,0,2,2,0,0
988240,Urban Trial Playground                    ,2019-04-05,0,23,24,10,0,0
988250,TowerHex                                  ,2019-01-14,0,1,3,0,0,0
988330,One minute of death                       ,2018-12-18,0,0,3,1,0,0
988340,Mad Hunting Simulator VR                  ,2018-12-30,0,0,4,5,0,0
988370,3D Hentai Memory Game                     ,2019-01-04,0,0,3,1,0,0
988430,Lightseekers                              ,2019-01-31,0,100,41,17,0,0
988480,Warhammer Age of Sigmar: Champions        ,2019-02-19,0,100,77,47,0,0
988500,Trigger Table                             ,2018-12-10,0,0,1,0,0,0
988600,Stick man Flipper                         ,2018-12-07,0,0,0,1,0,0
988650,Inclement                                 ,2018-12-21,0,15,11,1,0,0
988890,The.Thend.End                             ,2018-12-19,0,0,4,1,0,0
988920,NexVR Video Player                        ,2019-01-23,0,0,0,2,0,0
988980,GLAD VALAKAS TOWER DEFENCE                ,2018-12-14,0,27,63,0,0,0
989000,约会世界~The dating world             ,2019-01-08,0,1,1,2,0,0
989010,The Scenic Treasures - Japanese Learning  ,2018-12-31,0,0,0,1,0,0
989040,After Hours                               ,2018-12-20,0,10,4,1,0,0
989050,Elleros Origins: Season I                 ,2019-02-21,0,6,18,9,0,0
989070,Elementary Arithmetic Game                ,2018-12-12,0,0,1,0,0,0
989140,Damnaze                                   ,2018-12-28,12,0,3,0,0,0
989160,Throne Quest                              ,2018-12-19,0,0,2,2,0,0
989190,Slay All Goblins                          ,2019-01-15,0,0,5,4,0,0
989250,Fight For Love                            ,2019-01-11,0,12,0,1,0,0
989340,Aliens Don't Exist                        ,2019-01-02,0,30,19,5,0,0
989430,�?风而�?/Story About Times            ,2019-02-25,0,0,17,0,0,0
989450,时之回廊/Corridor of time             ,2019-02-19,0,11,294,110,0,0
989490,The Emulator                              ,2018-12-21,0,10,18,17,0,0
989540,THE LAST SURVIVOR                         ,2019-01-24,0,0,24,22,0,0
989560,NeoGeometry                               ,2019-02-04,0,100,4,2,0,0
989630,Fantasy Smith VR                          ,2019-04-22,0,22,3,3,0,0
989640,The Chronicles of King Arthur - Episode 1:,2018-12-23,0,0,4,3,0,0
989650,Impossible Tower Defense 2D               ,2018-12-24,0,5,1,1,0,0
989780,Paradise City VR                          ,2018-12-15,0,0,0,8,0,0
989870,Northern Tales                            ,2018-12-24,0,17,1,0,0,0
989910,Chocolate Factory                         ,2018-12-14,0,7,8,5,0,0
990060,War Online: Pacific                       ,2019-01-17,0,0,16,24,0,0
990160,ToyShot VR                                ,2018-12-20,0,0,1,3,0,0
990180,The Ghost of You                          ,2018-12-21,0,0,12,1,0,0
990230,Mind Massaging Machine                    ,2018-12-20,0,0,1,0,0,0
990250,Darkness and Flame: The Dark Side f2p     ,2018-12-26,0,22,27,10,0,0
990400,Solitaire. Dragon Light                   ,2019-01-31,0,14,1,1,0,0
990500,PANTY SLIDE VR                            ,2019-01-03,0,15,5,3,0,0
990640,Numgeon                                   ,2018-12-15,0,25,32,4,0,0
990720,Bookend                                   ,2019-03-06,0,0,11,2,0,0
990750,RoboSnakes: Core Wars Legacy              ,2018-12-26,0,0,7,1,0,0
990850,Yanpai Simulator                          ,2018-12-20,0,10,6,4,0,0
990940,Full Of Love                              ,2019-04-11,0,0,7,10,0,0
990950,Indiana Boy Steam Edition                 ,2018-12-13,0,0,0,1,0,0
990980,Ground Under                              ,2018-12-14,0,0,7,2,0,0
991070,Destroy The World                         ,2019-02-08,0,0,21,8,0,0
991090,Snake VS Block Numbers                    ,2018-12-21,0,0,0,1,0,0
991100,Maths Challenge                           ,2018-12-21,0,0,1,1,0,0
991140,The Puzzle Story                          ,2019-01-10,0,0,9,2,0,0
991150,Crashy Racing                             ,2018-12-20,0,0,0,1,0,0
991230,Highway of death                          ,2018-12-18,0,40,6,3,0,0
991280,Air Combat                                ,2018-12-18,0,5,4,5,0,0
991430,You're Not Special                        ,2019-02-11,0,10,16,0,0,0
991480,Santa Simulator                           ,2018-12-07,0,0,5,0,0,0
991490,The Black Knight                          ,2018-12-19,0,0,1,0,0,0
991500,Make A Jigsaw Puzzle                      ,2018-12-28,0,0,1,1,0,0
991510,Epic Food Fight                           ,2019-02-07,0,0,6,0,0,0
